STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
ANDHRA PRADESH,ADILABAD,2011,84,70,20,112,142,429,0
ANDHRA PRADESH,ANANTAPUR,2011,16,83,36,156,16,198,0
ANDHRA PRADESH,CHITTOOR,2011,17,47,25,124,168,421,0
ANDHRA PRADESH,CUDDAPAH,2011,41,65,15,144,17,122,0
ANDHRA PRADESH,CYBERABAD,2011,89,90,51,158,234,1411,0
ANDHRA PRADESH,EAST GODAVARI,2011,72,51,17,176,224,575,0
ANDHRA PRADESH,GUNTAKAL RLY.,2011,0,0,0,0,3,1,0
ANDHRA PRADESH,GUNTUR,2011,40,57,8,223,140,494,0
ANDHRA PRADESH,GUNTUR URBAN,2011,33,28,6,86,111,395,0
ANDHRA PRADESH,HYDERABAD CITY,2011,59,39,37,157,93,1355,0
ANDHRA PRADESH,KARIMNAGAR,2011,58,120,40,253,235,702,0
ANDHRA PRADESH,KHAMMAM,2011,84,73,20,243,140,519,0
ANDHRA PRADESH,KRISHNA,2011,80,75,15,348,292,733,0
ANDHRA PRADESH,KURNOOL,2011,39,58,20,340,222,424,0
ANDHRA PRADESH,MAHABOOBNAGAR,2011,88,69,28,162,66,259,0
ANDHRA PRADESH,MEDAK,2011,38,33,26,121,50,384,0
ANDHRA PRADESH,NALGONDA,2011,48,51,36,229,150,255,0
ANDHRA PRADESH,NELLORE,2011,28,81,7,166,119,187,0
ANDHRA PRADESH,NIZAMABAD,2011,63,51,27,98,100,569,0
ANDHRA PRADESH,PRAKASHAM,2011,24,81,11,243,56,266,0
ANDHRA PRADESH,RAJAHMUNDRY,2011,15,28,3,44,34,189,0
ANDHRA PRADESH,RANGA REDDY,2011,24,20,15,50,2,89,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2011,0,1,1,5,1,2,0
ANDHRA PRADESH,SRIKAKULAM,2011,29,23,8,91,83,333,0
ANDHRA PRADESH,TIRUPATHI URBAN,2011,10,1,5,40,7,112,0
ANDHRA PRADESH,VIJAYAWADA CITY,2011,37,50,17,248,355,1066,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2011,1,2,1,3,2,1,0
ANDHRA PRADESH,VISAKHA RURAL,2011,38,30,8,120,128,203,0
ANDHRA PRADESH,VISAKHAPATNAM,2011,57,48,12,31,50,386,0
ANDHRA PRADESH,VIZIANAGARAM,2011,50,20,5,79,99,384,0
ANDHRA PRADESH,WARANGAL,2011,48,62,26,157,27,89,0
ANDHRA PRADESH,WARANGAL URBAN,2011,35,15,26,78,54,63,0
ANDHRA PRADESH,WEST GODAVARI,2011,97,90,27,364,238,760,0
ANDHRA PRADESH,TOTAL,2011,1442,1612,599,4849,3658,13376,0
ARUNACHAL PRADESH,ANJAW,2011,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2011,3,7,0,3,0,2,0
ARUNACHAL PRADESH,DIBANG VALLEY,2011,3,2,0,1,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2011,4,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2011,3,2,0,3,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2011,0,1,0,4,0,0,0
ARUNACHAL PRADESH,LOHIT,2011,5,4,0,2,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2011,4,17,0,7,0,9,0
ARUNACHAL PRADESH,RURAL,2011,2,4,0,4,0,3,0
ARUNACHAL PRADESH,SIANG EAST,2011,8,4,0,7,0,2,0
ARUNACHAL PRADESH,SIANG UPPER,2011,1,3,0,3,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2011,2,5,0,8,0,2,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,2,3,0,0,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,2,6,0,5,0,0,0
ARUNACHAL PRADESH,TAWANG,2011,0,1,0,1,0,0,0
ARUNACHAL PRADESH,TIRAP,2011,3,1,0,3,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2011,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2011,42,60,0,51,0,18,0
ASSAM,BARPETA,2011,92,156,5,25,0,336,0
ASSAM,BASKA,2011,29,60,3,4,0,25,0
ASSAM,BONGAIGAON,2011,72,64,5,2,0,126,0
ASSAM,C.I.D.,2011,0,0,0,0,0,0,0
ASSAM,CACHAR,2011,74,167,4,7,0,498,0
ASSAM,CHIRANG,2011,30,40,4,8,0,51,0
ASSAM,DARRANG,2011,95,192,2,109,2,164,0
ASSAM,DHEMAJI,2011,62,59,5,40,0,122,0
ASSAM,DHUBRI,2011,157,276,12,210,2,693,0
ASSAM,DIBRUGARH,2011,54,29,0,7,0,135,0
ASSAM,G.R.P.,2011,1,1,0,0,0,0,0
ASSAM,GOALPARA,2011,99,89,3,2,0,142,2
ASSAM,GOLAGHAT,2011,54,146,1,66,0,194,0
ASSAM,GUWAHATI CITY,2011,56,306,10,112,0,213,0
ASSAM,HAILAKANDI,2011,61,63,4,27,0,126,0
ASSAM,JORHAT,2011,49,11,2,49,0,172,0
ASSAM,KAMRUP,2011,63,139,6,61,0,147,0
ASSAM,KARBI ANGLONG,2011,13,35,0,22,0,20,0
ASSAM,KARIMGANJ,2011,46,68,4,15,0,194,0
ASSAM,KOKRAJHAR,2011,52,79,1,31,0,120,0
ASSAM,LAKHIMPUR,2011,52,120,0,57,0,119,0
ASSAM,MORIGAON,2011,54,93,3,12,0,112,0
ASSAM,N.C.HILLS,2011,3,8,1,0,0,4,0
ASSAM,NAGAON,2011,165,358,20,82,4,772,0
ASSAM,NALBARI,2011,28,83,4,95,0,140,0
ASSAM,R.P.O.,2011,5,3,0,1,0,10,0
ASSAM,SIBSAGAR,2011,49,118,8,78,0,99,0
ASSAM,SONITPUR,2011,96,231,12,34,0,346,0
ASSAM,TINSUKIA,2011,61,135,1,27,0,121,0
ASSAM,UDALGURI,2011,28,63,1,10,0,45,0
ASSAM,TOTAL,2011,1700,3192,121,1193,8,5246,2
BIHAR,ARARIA,2011,69,91,26,14,0,24,0
BIHAR,ARWAL,2011,5,9,24,8,0,8,0
BIHAR,AURANGABAD,2011,18,60,30,32,0,152,0
BIHAR,BAGAHA,2011,16,48,13,8,0,15,0
BIHAR,BANKA,2011,26,56,31,8,0,26,0
BIHAR,BEGUSARAI,2011,17,94,39,12,0,39,0
BIHAR,BETTIAH,2011,21,81,32,7,0,67,0
BIHAR,BHABHUA,2011,9,36,33,32,0,17,0
BIHAR,BHAGALPUR,2011,23,94,12,10,0,17,0
BIHAR,BHOJPUR,2011,16,48,40,2,0,72,0
BIHAR,BUXAR,2011,13,52,37,6,0,59,0
BIHAR,DARBHANGA,2011,34,97,38,202,0,284,0
BIHAR,GAYA,2011,23,63,56,7,0,47,0
BIHAR,GOPALGANJ,2011,17,106,35,30,0,56,0
BIHAR,JAMALPUR RLY.,2011,0,0,0,2,0,1,0
BIHAR,JAMUI,2011,23,28,13,34,0,40,0
BIHAR,JEHANABAD,2011,10,14,20,8,0,22,0
BIHAR,KATIHAR,2011,103,102,29,10,0,25,1
BIHAR,KATIHAR RLY.,2011,2,0,0,4,0,2,0
BIHAR,KHAGARIA,2011,14,42,15,0,0,26,0
BIHAR,KISHANGANJ,2011,30,60,13,20,0,50,0
BIHAR,LAKHISARAI,2011,5,31,14,12,0,44,0
BIHAR,MADHEPURA,2011,8,67,11,0,0,21,0
BIHAR,MADHUBANI,2011,44,148,35,0,0,138,0
BIHAR,MOTIHARI,2011,37,179,69,8,0,57,0
BIHAR,MUNGER,2011,7,56,10,2,0,49,0
BIHAR,MUZAFFARPUR,2011,56,219,76,4,0,91,2
BIHAR,MUZAFFARPUR RLY.,2011,0,4,1,11,0,0,0
BIHAR,NALANDA,2011,15,72,55,29,0,96,0
BIHAR,NAUGACHIA,2011,7,20,8,6,0,44,0
BIHAR,NAWADAH,2011,12,33,21,35,0,57,0
BIHAR,PATNA,2011,41,167,112,1,2,317,0
BIHAR,PATNA RLY.,2011,1,0,2,11,0,0,0
BIHAR,PURNEA,2011,62,78,13,24,3,140,0
BIHAR,ROHTAS,2011,20,84,32,46,0,57,0
BIHAR,SAHARSA,2011,8,41,17,35,0,27,1
BIHAR,SAMASTIPUR,2011,40,105,46,9,2,66,0
BIHAR,SARAN,2011,10,137,74,46,0,131,1
BIHAR,SHEIKHPURA,2011,3,14,8,0,0,35,0
BIHAR,SHEOHAR,2011,4,20,5,3,1,15,0
BIHAR,SITAMARHI,2011,8,49,29,14,0,33,0
BIHAR,SIWAN,2011,16,150,139,4,3,53,5
BIHAR,SUPAUL,2011,23,48,24,8,0,28,0
BIHAR,VAISHALI,2011,18,147,76,26,0,59,0
BIHAR,TOTAL,2011,934,3050,1413,790,11,2607,10
CHHATTISGARH,BALRAMPUR,2011,55,0,3,52,0,23,0
CHHATTISGARH,BILASPUR,2011,70,16,17,146,4,72,0
CHHATTISGARH,BIZAPUR,2011,4,2,0,5,0,3,0
CHHATTISGARH,DANTEWARA,2011,8,7,0,10,1,9,0
CHHATTISGARH,DHAMTARI,2011,27,18,4,44,3,16,0
CHHATTISGARH,DURG,2011,115,86,13,291,43,131,1
CHHATTISGARH,GARIYABAND,2011,21,1,5,30,1,8,0
CHHATTISGARH,GRP RAIPUR,2011,2,0,1,1,0,1,0
CHHATTISGARH,JAGDALPUR,2011,68,9,0,29,3,19,0
CHHATTISGARH,JANJGIR,2011,33,10,15,114,15,104,0
CHHATTISGARH,JASHPUR,2011,78,33,1,69,2,36,0
CHHATTISGARH,KABIRDHAM,2011,23,16,2,43,7,14,0
CHHATTISGARH,KANKER,2011,29,4,4,14,2,10,0
CHHATTISGARH,KORBA,2011,39,2,5,86,12,48,0
CHHATTISGARH,KORIYA,2011,72,11,3,95,1,55,1
CHHATTISGARH,MAHASAMUND,2011,30,35,2,65,11,31,0
CHHATTISGARH,NARAYANPUR,2011,5,0,0,2,1,0,0
CHHATTISGARH,RAIGARH,2011,62,10,11,84,6,32,0
CHHATTISGARH,RAIPUR,2011,133,35,11,232,53,100,0
CHHATTISGARH,RAJNANDGAON,2011,38,21,4,70,3,23,0
CHHATTISGARH,SARGUJA,2011,65,32,0,114,3,36,0
CHHATTISGARH,SURAJPUR,2011,76,17,3,58,3,63,0
CHHATTISGARH,TOTAL,2011,1053,365,104,1654,174,834,2
GOA,NORTH GOA,2011,13,8,1,20,9,10,0
GOA,SOUTH GOA,2011,16,9,0,9,3,8,0
GOA,TOTAL,2011,29,17,1,29,12,18,0
GUJARAT,AHMEDABAD COMMR.,2011,60,184,19,83,16,1390,0
GUJARAT,AHMEDABAD RURAL,2011,10,71,1,22,0,131,0
GUJARAT,AHWA-DANG,2011,1,0,1,1,0,8,0
GUJARAT,AMRELI,2011,10,77,0,28,1,143,0
GUJARAT,ANAND,2011,10,42,0,20,0,196,0
GUJARAT,BHARUCH,2011,13,27,0,9,0,4,0
GUJARAT,BHAVNAGAR,2011,8,88,0,35,33,181,0
GUJARAT,CID CRIME,2011,0,0,0,0,0,0,0
GUJARAT,DAHOD,2011,6,48,0,11,0,14,0
GUJARAT,GANDHINAGAR,2011,14,16,0,16,1,132,0
GUJARAT,HIMATNAGAR,2011,10,46,0,29,4,229,0
GUJARAT,JAMNAGAR,2011,21,51,0,34,8,356,0
GUJARAT,JUNAGADH,2011,11,68,1,26,4,423,0
GUJARAT,KHEDA NORTH,2011,12,48,0,14,0,132,0
GUJARAT,KUTCH (EAST(G)),2011,8,17,2,13,1,137,0
GUJARAT,KUTCH (WEST-BHUJ),2011,15,15,0,14,0,108,0
GUJARAT,MEHSANA,2011,9,63,2,20,2,242,0
GUJARAT,NARMADA,2011,7,4,0,3,0,5,0
GUJARAT,NAVSARI,2011,2,10,0,6,2,31,0
GUJARAT,PALANPUR,2011,38,87,1,64,1,349,0
GUJARAT,PANCHMAHAL,2011,10,57,0,33,0,249,0
GUJARAT,PATAN,2011,16,44,0,43,1,156,0
GUJARAT,PORBANDAR,2011,6,9,0,1,1,84,0
GUJARAT,RAJKOT COMMR.,2011,10,34,0,17,3,246,0
GUJARAT,RAJKOT RURAL,2011,23,69,2,21,6,279,0
GUJARAT,SURAT COMMR.,2011,36,83,0,34,3,276,0
GUJARAT,SURAT RURAL,2011,6,14,0,9,0,55,0
GUJARAT,SURENDRANAGAR,2011,19,41,0,28,4,129,0
GUJARAT,TAPI,2011,2,2,0,3,0,9,0
GUJARAT,VADODARA COMMR.,2011,9,44,1,15,2,240,0
GUJARAT,VADODARA RURAL,2011,28,62,0,19,0,95,0
GUJARAT,VALSAD,2011,9,19,0,6,0,23,0
GUJARAT,W.RLY AHMEDABAD,2011,0,1,0,6,0,0,0
GUJARAT,W.RLY VADODARA,2011,0,1,0,2,0,0,0
GUJARAT,TOTAL,2011,439,1442,30,685,93,6052,0
HARYANA,AMBALA,2011,37,23,5,28,20,191,0
HARYANA,BHIWANI,2011,41,30,18,26,12,97,0
HARYANA,FARIDABAD,2011,54,82,10,31,59,218,0
HARYANA,FATEHABAD,2011,15,18,7,6,8,86,0
HARYANA,GRP,2011,0,2,4,2,130,0,0
HARYANA,GURGAON,2011,40,37,25,27,29,107,0
HARYANA,HISSAR,2011,36,62,14,37,18,248,0
HARYANA,JHAJJAR,2011,32,19,12,20,26,117,0
HARYANA,JIND,2011,37,28,15,15,13,91,0
HARYANA,KAITHAL,2011,20,17,8,18,0,119,0
HARYANA,KARNAL,2011,62,18,18,25,26,166,0
HARYANA,KURUKSHETRA,2011,29,30,7,22,20,68,0
HARYANA,MAHENDRAGARH,2011,26,38,11,22,0,85,0
HARYANA,MEWAT,2011,28,23,7,9,3,119,0
HARYANA,PALWAL,2011,54,43,13,32,0,75,0
HARYANA,PANCHKULA,2011,17,15,2,9,0,77,0
HARYANA,PANIPAT,2011,47,70,11,29,19,163,0
HARYANA,REWARI,2011,17,19,7,19,34,94,0
HARYANA,ROHTAK,2011,57,32,9,38,52,124,0
HARYANA,SIRSA,2011,21,49,16,26,0,170,0
HARYANA,SONIPAT,2011,27,42,23,19,15,156,0
HARYANA,YAMUNANAGAR,2011,36,36,13,14,6,169,0
HARYANA,TOTAL,2011,733,733,255,474,490,2740,0
HIMACHAL PRADESH,BADDIPOLICEDIST,2011,8,15,0,7,0,9,0
HIMACHAL PRADESH,BILASPUR,2011,8,3,0,18,9,17,0
HIMACHAL PRADESH,CHAMBA,2011,6,18,2,29,3,10,0
HIMACHAL PRADESH,CID,2011,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2011,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2011,5,7,0,17,12,5,0
HIMACHAL PRADESH,KANGRA,2011,32,55,1,60,12,42,0
HIMACHAL PRADESH,KINNAUR,2011,6,1,1,4,0,1,0
HIMACHAL PRADESH,KULLU,2011,20,12,0,38,2,21,0
HIMACHAL PRADESH,LAHAUL-SPITI,2011,1,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2011,26,16,0,55,12,40,0
HIMACHAL PRADESH,SHIMLA,2011,22,24,0,45,5,16,0
HIMACHAL PRADESH,SIRMAUR,2011,12,17,0,33,1,23,0
HIMACHAL PRADESH,SOLAN,2011,11,13,0,8,0,16,0
HIMACHAL PRADESH,UNA,2011,11,10,0,17,6,39,0
HIMACHAL PRADESH,TOTAL,2011,168,191,4,331,62,239,0
JAMMU & KASHMIR,ANANTNAG,2011,18,108,0,134,46,6,0
JAMMU & KASHMIR,AWANTIPORA,2011,4,26,0,13,5,3,0
JAMMU & KASHMIR,BANDIPORA,2011,1,57,0,61,5,3,0
JAMMU & KASHMIR,BARAMULLA,2011,12,73,0,94,23,1,0
JAMMU & KASHMIR,BUDGAM,2011,8,100,0,94,27,2,0
JAMMU & KASHMIR,CRIME JAMMU,2011,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2011,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2011,16,43,0,25,7,20,0
JAMMU & KASHMIR,GANDERBAL,2011,9,30,0,57,1,1,0
JAMMU & KASHMIR,HANDWARA,2011,6,33,0,76,14,1,0
JAMMU & KASHMIR,JAMMU,2011,35,61,3,38,45,51,0
JAMMU & KASHMIR,KARGIL,2011,1,1,0,2,0,2,0
JAMMU & KASHMIR,KATHUA,2011,17,32,5,32,8,19,0
JAMMU & KASHMIR,KISHTWAR,2011,4,25,0,12,1,16,0
JAMMU & KASHMIR,KULGAM,2011,10,44,0,68,12,1,0
JAMMU & KASHMIR,KUPWARA,2011,11,45,0,45,11,4,0
JAMMU & KASHMIR,LEH,2011,3,0,0,7,1,0,0
JAMMU & KASHMIR,POONCH,2011,18,32,0,31,7,29,0
JAMMU & KASHMIR,PULWAMA,2011,5,34,0,11,7,0,0
JAMMU & KASHMIR,RAILWAYS JAMMU,2011,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,0,0,0,0,1,0,0
JAMMU & KASHMIR,RAJOURI,2011,32,43,1,30,4,49,0
JAMMU & KASHMIR,RAMBAN,2011,13,15,0,12,4,0,0
JAMMU & KASHMIR,REASI,2011,11,15,0,11,5,1,0
JAMMU & KASHMIR,SAMBA,2011,3,11,2,6,17,5,0
JAMMU & KASHMIR,SHOPIAN,2011,8,29,0,77,8,0,0
JAMMU & KASHMIR,SOPORE,2011,4,38,0,58,9,5,0
JAMMU & KASHMIR,SRINAGAR,2011,14,110,0,171,70,54,0
JAMMU & KASHMIR,UDHAMPUR,2011,14,18,0,29,12,13,0
JAMMU & KASHMIR,TOTAL,2011,277,1023,11,1194,350,286,0
JHARKHAND,BOKARO,2011,46,57,13,4,0,102,0
JHARKHAND,CHAIBASA,2011,32,14,6,5,0,11,0
JHARKHAND,CHATRA,2011,12,17,15,1,0,9,0
JHARKHAND,DEOGHAR,2011,34,10,18,16,1,24,0
JHARKHAND,DHANBAD,2011,32,83,39,34,0,39,0
JHARKHAND,DHANBAD RLY.,2011,0,1,3,8,0,1,0
JHARKHAND,DUMKA,2011,34,18,7,19,0,40,0
JHARKHAND,GARHWA,2011,51,26,19,22,0,89,1
JHARKHAND,GIRIDIH,2011,47,41,30,40,2,35,5
JHARKHAND,GODDA,2011,29,8,0,21,0,10,0
JHARKHAND,GUMLA,2011,46,27,1,10,0,17,0
JHARKHAND,HAZARIBAGH,2011,22,52,26,25,0,22,0
JHARKHAND,JAMSHEDPUR,2011,39,54,17,32,0,76,0
JHARKHAND,JAMSHEDPUR RLY.,2011,1,8,0,5,0,0,0
JHARKHAND,JAMTARA,2011,15,11,10,10,0,19,0
JHARKHAND,KHUNTI,2011,13,3,0,4,0,1,0
JHARKHAND,KODERMA,2011,7,19,16,7,0,34,0
JHARKHAND,LATEHAR,2011,27,12,2,4,0,11,0
JHARKHAND,LOHARDAGGA,2011,30,12,3,2,0,13,0
JHARKHAND,PAKUR,2011,39,8,0,6,0,22,0
JHARKHAND,PALAMU,2011,28,34,28,6,0,12,0
JHARKHAND,RAMGARH,2011,24,23,7,8,0,3,0
JHARKHAND,RANCHI,2011,50,54,8,9,2,14,0
JHARKHAND,SAHEBGANJ,2011,71,37,5,4,0,32,0
JHARKHAND,SARAIKELA,2011,30,16,8,9,2,13,0
JHARKHAND,SIMDEGA,2011,25,15,1,6,0,10,0
JHARKHAND,TOTAL,2011,784,660,282,317,7,659,6
KARNATAKA,BAGALKOT,2011,15,9,0,38,0,58,0
KARNATAKA,BANGALORE COMMR.,2011,97,206,53,250,40,458,0
KARNATAKA,BANGALORE RURAL,2011,29,1,10,74,2,83,0
KARNATAKA,BELGAUM,2011,45,32,11,221,4,297,0
KARNATAKA,BELLARY,2011,6,15,15,65,1,103,1
KARNATAKA,BIDAR,2011,14,11,7,27,2,77,0
KARNATAKA,BIJAPUR,2011,7,21,8,66,0,116,1
KARNATAKA,CBPURA,2011,16,16,7,55,0,92,0
KARNATAKA,CHAMARAJNAGAR,2011,11,6,9,71,0,62,0
KARNATAKA,CHICKMAGALUR,2011,10,11,1,53,4,68,1
KARNATAKA,CHITRADURGA,2011,27,24,5,93,0,96,0
KARNATAKA,DAKSHIN KANNADA,2011,6,3,1,46,0,38,0
KARNATAKA,DAVANAGERE,2011,11,15,6,65,0,93,0
KARNATAKA,DHARWAD COMMR.,2011,7,18,3,22,2,56,0
KARNATAKA,DHARWAD RURAL,2011,0,5,2,21,0,22,0
KARNATAKA,GADAG,2011,5,5,0,48,0,32,0
KARNATAKA,GULBARGA,2011,36,73,2,111,0,153,0
KARNATAKA,HASSAN,2011,27,25,32,106,0,264,0
KARNATAKA,HAVERI,2011,13,0,0,76,0,74,0
KARNATAKA,K.G.F.,2011,4,11,1,14,0,28,0
KARNATAKA,KODAGU,2011,16,5,5,25,1,57,0
KARNATAKA,KOLAR,2011,17,13,3,21,0,23,0
KARNATAKA,KOPPAL,2011,13,0,0,23,0,70,0
KARNATAKA,MANDYA,2011,31,31,12,98,0,230,0
KARNATAKA,MANGALORE CITY,2011,16,4,0,27,2,43,0
KARNATAKA,MYSORE COMMR.,2011,11,17,5,23,0,32,9
KARNATAKA,MYSORE RURAL,2011,19,39,7,174,0,158,0
KARNATAKA,RAICHUR,2011,29,14,10,149,0,174,0
KARNATAKA,RAILWAYS,2011,0,1,0,0,0,0,0
KARNATAKA,RAMANAGAR,2011,19,45,23,101,0,71,0
KARNATAKA,SHIMOGA,2011,23,18,6,123,10,278,0
KARNATAKA,TUMKUR,2011,31,14,17,135,0,124,0
KARNATAKA,UDUPI,2011,5,3,1,45,1,42,0
KARNATAKA,UTTAR KANNADA,2011,11,4,3,73,12,75,0
KARNATAKA,YADGIRI,2011,9,0,2,69,0,65,0
KARNATAKA,TOTAL,2011,636,715,267,2608,81,3712,12
KERALA,ALAPUZHA,2011,56,10,1,245,76,310,0
KERALA,ERNAKULAM COMMR.,2011,62,4,1,149,44,225,0
KERALA,ERNAKULAM RURAL,2011,30,11,0,105,32,136,0
KERALA,IDUKKI,2011,54,8,0,169,18,237,0
KERALA,KANNUR,2011,55,11,0,161,23,373,0
KERALA,KASARGOD,2011,125,8,0,136,10,196,0
KERALA,KOLLAM COMMR.,2011,51,20,1,192,19,319,0
KERALA,KOLLAM RURAL,2011,46,10,0,255,8,298,0
KERALA,KOTTAYAM,2011,51,21,2,258,31,285,0
KERALA,KOZHIKODE COMMR.,2011,14,10,0,124,100,171,0
KERALA,KOZHIKODE RURAL,2011,46,16,1,179,13,322,0
KERALA,MALAPPURAM,2011,83,12,0,232,27,661,0
KERALA,PALAKKAD,2011,85,9,2,156,18,404,0
KERALA,PATHANAMTHITTA,2011,33,15,0,157,14,158,0
KERALA,RAILWAYS,2011,0,0,0,25,9,0,0
KERALA,THRISSUR COMMR.,2011,28,10,0,100,28,131,0
KERALA,THRISSUR RURAL,2011,69,12,1,263,28,449,0
KERALA,TRIVANDRUM COMMR.,2011,39,13,0,241,46,156,0
KERALA,TRIVANDRUM RURAL,2011,140,15,4,547,24,422,0
KERALA,WAYANADU,2011,65,6,2,62,5,124,0
KERALA,TOTAL,2011,1132,221,15,3756,573,5377,0
MADHYA PRADESH,ALIRAJPUR,2011,24,18,0,23,0,8,0
MADHYA PRADESH,ANUPPUR,2011,60,7,10,57,4,42,0
MADHYA PRADESH,ASHOK NAGAR,2011,36,5,8,105,8,33,0
MADHYA PRADESH,BALAGHAT,2011,55,7,3,104,7,37,0
MADHYA PRADESH,BARWANI,2011,39,7,2,58,5,11,0
MADHYA PRADESH,BETUL,2011,120,18,20,188,6,53,0
MADHYA PRADESH,BHIND,2011,51,18,28,71,11,45,0
MADHYA PRADESH,BHOPAL,2011,146,32,19,144,16,198,2
MADHYA PRADESH,BHOPAL RLY.,2011,0,0,0,8,2,0,0
MADHYA PRADESH,BURHANPUR,2011,29,2,5,41,5,13,0
MADHYA PRADESH,CHHATARPUR,2011,77,42,33,185,8,75,0
MADHYA PRADESH,CHHINDWARA,2011,111,22,14,189,41,89,0
MADHYA PRADESH,DAMOH,2011,52,14,27,193,0,139,0
MADHYA PRADESH,DATIYA,2011,25,19,10,65,0,37,0
MADHYA PRADESH,DEWAS,2011,102,21,19,162,30,110,0
MADHYA PRADESH,DHAR,2011,103,41,62,189,13,74,0
MADHYA PRADESH,DINDORI,2011,46,4,1,67,5,21,0
MADHYA PRADESH,GUNA,2011,75,24,9,122,14,30,1
MADHYA PRADESH,GWALIOR,2011,75,81,34,170,14,168,0
MADHYA PRADESH,HARDA,2011,53,15,5,59,9,14,0
MADHYA PRADESH,HOSHANGABAD,2011,59,26,16,149,17,120,0
MADHYA PRADESH,INDORE,2011,129,52,41,339,59,398,3
MADHYA PRADESH,INDORE RLY.,2011,2,1,1,4,0,0,0
MADHYA PRADESH,JABALPUR,2011,107,27,39,269,40,212,2
MADHYA PRADESH,JABALPUR RLY.,2011,3,2,1,3,0,0,0
MADHYA PRADESH,JHABUA,2011,42,17,4,62,0,10,0
MADHYA PRADESH,KATNI,2011,62,7,16,140,12,51,0
MADHYA PRADESH,KHANDWA,2011,59,10,5,141,19,24,0
MADHYA PRADESH,KHARGON,2011,39,13,38,118,14,38,0
MADHYA PRADESH,MANDLA,2011,63,9,4,101,12,27,0
MADHYA PRADESH,MANDSAUR,2011,49,18,4,100,6,58,10
MADHYA PRADESH,MORENA,2011,40,23,32,85,4,85,0
MADHYA PRADESH,NARSINGHPUR,2011,65,15,20,108,25,69,0
MADHYA PRADESH,NEEMUCH,2011,25,9,4,49,4,51,9
MADHYA PRADESH,PANNA,2011,48,5,14,87,5,48,0
MADHYA PRADESH,RAISEN,2011,118,22,15,179,16,67,0
MADHYA PRADESH,RAJGARH,2011,90,21,6,175,39,51,0
MADHYA PRADESH,RATLAM,2011,97,39,9,131,18,135,0
MADHYA PRADESH,REWA,2011,91,25,32,122,107,112,8
MADHYA PRADESH,SAGAR,2011,131,104,37,416,29,156,0
MADHYA PRADESH,SATNA,2011,83,13,20,177,7,109,0
MADHYA PRADESH,SEONI,2011,61,11,9,111,13,27,0
MADHYA PRADESH,SHAHDOL,2011,80,17,21,143,9,108,0
MADHYA PRADESH,SHAJAPUR,2011,50,10,8,135,17,7,0
MADHYA PRADESH,SHEOPUR,2011,18,7,2,28,2,9,0
MADHYA PRADESH,SHIVPURI,2011,93,18,13,168,5,65,0
MADHYA PRADESH,SIDHI,2011,32,31,16,93,1,45,0
MADHYA PRADESH,SIHORE,2011,82,26,11,119,14,76,0
MADHYA PRADESH,SINGRAULI,2011,43,24,13,89,1,59,0
MADHYA PRADESH,TIKAMGARH,2011,76,23,18,153,4,36,10
MADHYA PRADESH,UJJAIN,2011,81,35,14,196,36,176,0
MADHYA PRADESH,UMARIYA,2011,22,4,3,78,10,27,0
MADHYA PRADESH,VIDISHA,2011,87,27,16,197,19,79,0
MADHYA PRADESH,TOTAL,2011,3406,1088,811,6665,762,3732,45
MAHARASHTRA,AHMEDNAGAR,2011,78,59,32,160,5,677,0
MAHARASHTRA,AKOLA,2011,30,37,13,93,24,140,0
MAHARASHTRA,AMRAVATI COMMR.,2011,22,19,2,49,13,94,0
MAHARASHTRA,AMRAVATI RURAL,2011,69,27,3,142,43,104,0
MAHARASHTRA,AURANGABAD COMMR.,2011,16,24,7,65,29,122,0
MAHARASHTRA,AURANGABAD RURAL,2011,18,12,36,78,12,212,0
MAHARASHTRA,BEED,2011,32,37,11,99,14,378,0
MAHARASHTRA,BHANDARA,2011,23,9,1,30,14,50,0
MAHARASHTRA,BULDHANA,2011,26,27,14,124,24,194,0
MAHARASHTRA,CHANDRAPUR,2011,56,25,4,108,77,109,0
MAHARASHTRA,DHULE,2011,16,27,4,52,7,203,0
